,equity
2016-03-22,-18776.5
2016-03-23,-18776.5
2016-03-24,-18776.5
2016-03-25,-18776.5
2016-03-28,-18776.5
2016-03-29,-18776.5
2016-03-30,-18779.5
2016-03-31,-18682.5
2016-04-01,-18682.5
2016-04-04,-18682.5
2016-04-05,-18682.5
2016-04-06,-18682.5
2016-04-07,-18682.5
2016-04-08,-18685.5
2016-04-11,-18648.0
2016-04-12,-19485.5
2016-04-13,-20585.5
2016-04-14,-20673.0
2016-04-15,-20485.5
2016-04-18,-21188.5
2016-04-19,-21191.5
2016-04-20,-21416.5
2016-04-21,-20829.0
2016-04-22,-20819.5
2016-04-25,-20819.5
2016-04-26,-20819.5
2016-04-27,-20819.5
2016-04-28,-20822.5
2016-04-29,-20410.0
2016-05-02,-21088.0
2016-05-03,-21091.0
2016-05-04,-20656.5
2016-05-05,-20656.5
2016-05-06,-20656.5
2016-05-09,-20659.5
2016-05-10,-21850.0
2016-05-11,-21853.0
2016-05-12,-21840.5
2016-05-13,-20928.0
2016-05-16,-21943.5
2016-05-17,-21946.5
2016-05-18,-21887.0
2016-05-19,-21887.0
2016-05-20,-21890.0
2016-05-23,-21880.5
2016-05-24,-21880.5
2016-05-25,-21883.5
2016-05-26,-21886.5
2016-05-27,-21886.5
2016-05-31,-21889.5
2016-06-01,-22067.5
